date_mutation,nature_mutation,valeur_fonciere,prix_m2,code_postal,nom_commune,code_departement,code_commune,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain
2024-05-03,Vente,168000.0,2074.074074074074,83000,TOULON,83,83137,Appartement,81,5,
2024-05-03,Vente,252000.0,3500.0,83000,TOULON,83,83137,Maison,72,3,845.0
2024-05-03,Vente,85000.0,2023.8095238095239,83200,TOULON,83,83137,Appartement,42,2,
2024-05-03,Vente,140000.0,2258.064516129032,83000,TOULON,83,83137,Appartement,62,3,
2024-05-03,Vente,134350.0,3053.409090909091,83200,TOULON,83,83137,Appartement,44,3,
2024-05-06,Vente,260000.0,3023.2558139534885,83200,TOULON,83,83137,Appartement,86,4,
2024-05-06,Vente,155000.0,2672.4137931034484,83000,TOULON,83,83137,Appartement,58,2,
2024-05-06,Vente,1077000.0,11336.842105263158,83000,TOULON,83,83137,Maison,95,5,485.0
2024-05-06,Vente,67000.0,2913.0434782608695,83000,TOULON,83,83137,Appartement,23,1,
2024-05-06,Vente,250000.0,3846.153846153846,83000,TOULON,83,83137,Appartement,65,3,
2024-05-06,Vente,213050.0,4438.541666666667,83000,TOULON,83,83137,Appartement,48,2,
2024-05-06,Vente,196000.0,2450.0,83200,TOULON,83,83137,Appartement,80,4,
2024-05-06,Vente,1350000.0,12272.727272727272,83000,TOULON,83,83137,Maison,110,3,440.0
2024-05-06,Vente,75000.0,3000.0,83000,TOULON,83,83137,Appartement,25,1,
2024-05-06,Vente,87500.0,1458.3333333333333,83200,TOULON,83,83137,Appartement,60,3,
2024-05-06,Vente,78000.0,3120.0,83200,TOULON,83,83137,Appartement,25,1,
2024-05-06,Vente,148000.0,2114.285714285714,83000,TOULON,83,83137,Appartement,70,3,
2024-05-06,Vente,218000.0,4541.666666666667,83000,TOULON,83,83137,Appartement,48,3,
2024-05-06,Vente,158000.0,2633.3333333333335,83000,TOULON,83,83137,Appartement,60,4,
2024-05-06,Vente,418280.0,4268.163265306122,83200,TOULON,83,83137,Maison,98,4,225.0
2024-05-07,Vente,178000.0,4450.0,83000,TOULON,83,83137,Appartement,40,2,
2024-05-07,Vente,142000.0,2448.2758620689656,83200,TOULON,83,83137,Appartement,58,3,
2024-05-07,Vente,148700.0,2805.6603773584907,83000,TOULON,83,83137,Appartement,53,2,
2024-05-07,Vente,510000.0,9107.142857142857,83100,TOULON,83,83137,Appartement,56,3,428.0
2024-05-07,Vente,124000.0,2695.6521739130435,83200,TOULON,83,83137,Appartement,46,3,
2024-05-07,Vente,235000.0,3852.4590163934427,83000,TOULON,83,83137,Appartement,61,4,
2024-05-07,Vente,198100.0,2913.235294117647,83000,TOULON,83,83137,Appartement,68,3,
2024-05-07,Vente,510000.0,8947.368421052632,83100,TOULON,83,83137,Appartement,57,3,428.0
2024-05-07,Vente,57000.0,1727.2727272727273,83200,TOULON,83,83137,Appartement,33,2,
2024-05-07,Vente,121500.0,3681.818181818182,83000,TOULON,83,83137,Appartement,33,2,
2024-05-07,Vente,290000.0,3866.6666666666665,83200,TOULON,83,83137,Appartement,75,3,
2024-05-07,Vente,153000.0,2185.714285714286,83200,TOULON,83,83137,Appartement,70,4,
2024-05-07,Vente,205000.0,3534.4827586206898,83000,TOULON,83,83137,Appartement,58,3,
2024-05-07,Vente,325000.0,6132.075471698113,83200,TOULON,83,83137,Maison,53,3,352.0
2024-05-07,Vente,78000.0,1625.0,83000,TOULON,83,83137,Appartement,48,2,
2024-05-13,Vente,203000.0,5205.128205128205,83000,TOULON,83,83137,Appartement,39,2,
2024-05-13,Vente,105000.0,3088.235294117647,83000,TOULON,83,83137,Appartement,34,2,
2024-05-13,Vente,142000.0,2448.2758620689656,83000,TOULON,83,83137,Appartement,58,3,
2024-05-13,Vente,157500.0,2316.176470588235,83200,TOULON,83,83137,Appartement,68,4,
2024-05-13,Vente,1325400.0,6939.267015706806,83000,TOULON,83,83137,Maison,191,8,625.0
2024-05-13,Vente,110000.0,2391.304347826087,83100,TOULON,83,83137,Appartement,46,2,
2024-05-13,Vente,450000.0,5487.804878048781,83000,TOULON,83,83137,Appartement,82,3,
2024-05-13,Vente,137000.0,4029.4117647058824,83000,TOULON,83,83137,Appartement,34,2,
2024-05-13,Vente,460000.0,2446.808510638298,83000,TOULON,83,83137,Maison,188,8,401.0
2024-05-13,Vente,325000.0,5000.0,83200,TOULON,83,83137,Appartement,65,3,
2024-05-13,Vente,479300.0,5153.763440860215,83000,TOULON,83,83137,Appartement,93,4,
2024-05-13,Vente,329000.0,5061.538461538462,83200,TOULON,83,83137,Maison,65,3,
2024-05-13,Vente,167460.0,2700.967741935484,83200,TOULON,83,83137,Appartement,62,3,
2024-05-13,Vente,523606.0,3821.941605839416,83000,TOULON,83,83137,Appartement,137,5,
2024-05-13,Vente,510000.0,8947.368421052632,83000,TOULON,83,83137,Appartement,57,2,
2024-05-14,Vente,214500.0,2648.1481481481483,83000,TOULON,83,83137,Appartement,81,4,
2024-05-14,Vente,162000.0,2655.7377049180327,83000,TOULON,83,83137,Appartement,61,3,
2024-05-14,Vente,90000.0,2368.4210526315787,83200,TOULON,83,83137,Appartement,38,2,
2024-05-14,Vente,180000.0,4000.0,83000,TOULON,83,83137,Appartement,45,2,
2024-05-14,Vente,125000.0,2777.777777777778,83200,TOULON,83,83137,Appartement,45,2,
2024-05-14,Vente,105000.0,2763.157894736842,83000,TOULON,83,83137,Appartement,38,2,
2024-05-14,Vente,124000.0,2000.0,83100,TOULON,83,83137,Appartement,62,3,
2024-05-14,Vente,95000.0,3958.3333333333335,83100,TOULON,83,83137,Appartement,24,1,
2024-05-14,Vente,85000.0,965.9090909090909,83200,TOULON,83,83137,Appartement,88,5,
2024-05-14,Vente,95000.0,3392.8571428571427,83100,TOULON,83,83137,Appartement,28,1,
2024-05-14,Vente,79500.0,2944.4444444444443,83200,TOULON,83,83137,Appartement,27,1,
2024-05-15,Vente,188000.0,1825.2427184466019,83200,TOULON,83,83137,Appartement,103,5,
2024-05-15,Vente,57000.0,1965.5172413793102,83200,TOULON,83,83137,Appartement,29,2,
2024-05-15,Vente,140000.0,2333.3333333333335,83000,TOULON,83,83137,Appartement,60,3,
2024-05-15,Vente,163000.0,2089.74358974359,83000,TOULON,83,83137,Appartement,78,4,
2024-05-15,Vente,202000.0,2927.536231884058,83200,TOULON,83,83137,Appartement,69,4,
2024-05-15,Vente,144990.0,2196.818181818182,83200,TOULON,83,83137,Appartement,66,3,
2024-05-15,Vente,453000.0,4314.285714285715,83000,TOULON,83,83137,Maison,105,5,726.0
2024-05-15,Vente,89000.0,2225.0,83000,TOULON,83,83137,Appartement,40,1,
2024-05-15,Vente,300000.0,3333.3333333333335,83200,TOULON,83,83137,Maison,90,4,252.0
2024-05-16,Vente,275701.0,5105.574074074074,83000,TOULON,83,83137,Maison,54,3,280.0
2024-05-16,Vente,74000.0,2551.7241379310344,83000,TOULON,83,83137,Appartement,29,1,
2024-05-16,Vente,115000.0,1474.3589743589744,83100,TOULON,83,83137,Appartement,78,5,
2024-05-16,Vente,285000.0,6951.219512195122,83100,TOULON,83,83137,Appartement,41,2,101.0
2024-05-16,Vente,470000.0,6714.285714285715,83000,TOULON,83,83137,Appartement,70,3,
2024-05-16,Vente,175000.0,1732.6732673267327,83100,TOULON,83,83137,Appartement,101,4,
2024-05-16,Vente,470000.0,6527.777777777777,83000,TOULON,83,83137,Appartement,72,3,
2024-05-16,Vente,72000.0,1241.3793103448277,83100,TOULON,83,83137,Appartement,58,2,
2024-05-16,Vente,118000.0,2145.4545454545455,83100,TOULON,83,83137,Appartement,55,3,
2024-05-16,Vente,250000.0,2717.391304347826,83000,TOULON,83,83137,Appartement,92,5,
2024-05-16,Vente,139350.0,2079.8507462686566,83000,TOULON,83,83137,Appartement,67,4,
2024-05-17,Vente,190000.0,1727.2727272727273,83000,TOULON,83,83137,Maison,110,5,270.0
2024-05-17,Vente,58000.0,2148.1481481481483,83100,TOULON,83,83137,Appartement,27,1,
2024-05-17,Vente,250000.0,4901.9607843137255,83100,TOULON,83,83137,Appartement,51,3,
2024-05-17,Vente,380000.0,5135.135135135135,83000,TOULON,83,83137,Appartement,74,3,
2024-05-17,Vente,119000.0,1888.888888888889,83200,TOULON,83,83137,Appartement,63,3,
2024-05-17,Vente,724800.0,4930.6122448979595,83100,TOULON,83,83137,Maison,147,6,367.0
2024-05-17,Vente,135000.0,2142.8571428571427,83200,TOULON,83,83137,Appartement,63,3,
2024-05-17,Vente,191000.0,2546.6666666666665,83000,TOULON,83,83137,Appartement,75,3,
2024-05-17,Vente,260000.0,2549.0196078431372,83000,TOULON,83,83137,Appartement,102,4,
2024-05-17,Vente,425000.0,3171.6417910447763,83000,TOULON,83,83137,Appartement,134,6,
2024-05-17,Vente,187000.0,2710.144927536232,83000,TOULON,83,83137,Appartement,69,3,
2024-05-17,Vente,102600.0,2331.818181818182,83000,TOULON,83,83137,Appartement,44,2,
2024-05-17,Vente,490000.0,4260.869565217391,83100,TOULON,83,83137,Maison,115,4,665.0
2024-05-17,Vente,255000.0,4047.6190476190477,83000,TOULON,83,83137,Appartement,63,3,1034.0
2024-05-17,Vente,129000.0,1816.9014084507041,83100,TOULON,83,83137,Appartement,71,3,
2024-05-17,Vente,255000.0,2712.7659574468084,83000,TOULON,83,83137,Appartement,94,5,1034.0
2024-05-17,Vente,249300.0,3077.777777777778,83000,TOULON,83,83137,Appartement,81,4,
2024-05-17,Vente,255000.0,8793.103448275862,83000,TOULON,83,83137,Appartement,29,2,1034.0
2024-05-17,Vente,60000.0,1714.2857142857142,83200,TOULON,83,83137,Appartement,35,2,
2024-05-21,Vente,185830.0,2445.1315789473683,83100,TOULON,83,83137,Appartement,76,4,
2024-05-21,Vente,268000.0,3435.897435897436,83000,TOULON,83,83137,Appartement,78,4,
2024-05-21,Vente,747600.0,7052.830188679245,83000,TOULON,83,83137,Appartement,106,4,
2024-05-21,Vente,92000.0,1333.3333333333333,83000,TOULON,83,83137,Appartement,69,4,
2024-05-21,Vente,361400.0,4517.5,83100,TOULON,83,83137,Maison,80,4,508.0
2024-05-21,Vente,225000.0,2678.5714285714284,83200,TOULON,83,83137,Appartement,84,4,
2024-05-21,Vente,95000.0,2317.0731707317073,83000,TOULON,83,83137,Appartement,41,2,
2024-05-21,Vente,118000.0,1552.6315789473683,83200,TOULON,83,83137,Appartement,76,4,
2024-05-21,Vente,424000.0,4416.666666666667,83000,TOULON,83,83137,Appartement,96,5,
2024-05-21,Vente,202000.0,3014.9253731343283,83000,TOULON,83,83137,Appartement,67,3,
2024-05-21,Vente,85000.0,850.0,83000,TOULON,83,83137,Appartement,100,3,
2024-05-21,Vente,115000.0,3593.75,83200,TOULON,83,83137,Appartement,32,2,
2024-05-21,Vente,159000.0,1656.25,83000,TOULON,83,83137,Appartement,96,4,
2024-05-21,Vente,169150.0,3020.535714285714,83000,TOULON,83,83137,Appartement,56,2,
2024-05-21,Vente,201850.0,3058.3333333333335,83200,TOULON,83,83137,Appartement,66,3,
2024-05-21,Vente,77000.0,2566.6666666666665,83000,TOULON,83,83137,Appartement,30,2,
2024-05-22,Vente,167200.0,2786.6666666666665,83000,TOULON,83,83137,Appartement,60,3,
2024-05-22,Vente,166500.0,1665.0,83000,TOULON,83,83137,Appartement,100,3,
2024-05-22,Vente,116895.0,4174.821428571428,83000,TOULON,83,83137,Appartement,28,1,
2024-05-22,Vente,119000.0,2704.5454545454545,83000,TOULON,83,83137,Appartement,44,2,
2024-05-22,Vente,73500.0,2826.923076923077,83200,TOULON,83,83137,Appartement,26,1,
2024-05-22,Vente,305000.0,4692.307692307692,83000,TOULON,83,83137,Appartement,65,3,
2024-05-22,Vente,85000.0,1888.888888888889,83200,TOULON,83,83137,Appartement,45,2,
2024-05-22,Vente,253000.0,3513.8888888888887,83000,TOULON,83,83137,Appartement,72,4,
2024-05-22,Vente,323000.0,4250.0,83000,TOULON,83,83137,Appartement,76,3,
2024-05-22,Vente,95000.0,2567.5675675675675,83000,TOULON,83,83137,Appartement,37,2,
2024-05-22,Vente,180500.0,4750.0,83200,TOULON,83,83137,Appartement,38,2,
2024-05-22,Vente,81000.0,6750.0,83000,TOULON,83,83137,Appartement,12,1,
2024-05-23,Vente,77000.0,3500.0,83000,TOULON,83,83137,Appartement,22,1,
2024-05-23,Vente,138000.0,3538.4615384615386,83100,TOULON,83,83137,Appartement,39,2,
2024-05-23,Vente,84100.0,2803.3333333333335,83200,TOULON,83,83137,Appartement,30,2,
2024-05-23,Vente,250200.0,4389.473684210527,83200,TOULON,83,83137,Appartement,57,3,
2024-05-23,Vente,146600.0,2714.814814814815,83200,TOULON,83,83137,Appartement,54,3,
2024-05-23,Vente,123810.0,2476.2,83200,TOULON,83,83137,Appartement,50,3,
2024-05-23,Vente,59000.0,2809.5238095238096,83000,TOULON,83,83137,Appartement,21,1,
2024-05-23,Vente,112500.0,2295.918367346939,83100,TOULON,83,83137,Appartement,49,2,
2024-05-23,Vente,98500.0,3940.0,83100,TOULON,83,83137,Appartement,25,1,
2024-05-24,Vente,125000.0,2016.1290322580646,83200,TOULON,83,83137,Appartement,62,3,
2024-05-24,Vente,156000.0,2943.396226415094,83200,TOULON,83,83137,Appartement,53,3,
2024-05-24,Vente,75000.0,2777.777777777778,83000,TOULON,83,83137,Appartement,27,1,
2024-05-24,Vente,90000.0,2093.0232558139537,83200,TOULON,83,83137,Appartement,43,2,
2024-05-24,Vente,550000.0,7971.014492753623,83000,TOULON,83,83137,Appartement,69,2,
2024-05-24,Vente,100000.0,2222.222222222222,83000,TOULON,83,83137,Appartement,45,3,
2024-05-24,Vente,311600.0,4946.0317460317465,83100,TOULON,83,83137,Maison,63,3,252.0
2024-05-24,Vente,105000.0,1666.6666666666667,83200,TOULON,83,83137,Appartement,63,3,
2024-05-24,Vente,156200.0,1679.5698924731182,83200,TOULON,83,83137,Appartement,93,5,
2024-05-24,Vente,130000.0,2888.8888888888887,83000,TOULON,83,83137,Appartement,45,2,
2024-05-24,Vente,140000.0,2800.0,83200,TOULON,83,83137,Appartement,50,2,
2024-05-24,Vente,630000.0,7411.764705882353,83000,TOULON,83,83137,Maison,85,3,470.0
2024-05-24,Vente,135000.0,3648.6486486486488,83000,TOULON,83,83137,Appartement,37,1,
2024-05-27,Vente,710000.0,14489.795918367347,83000,TOULON,83,83137,Appartement,49,3,194.0
2024-05-27,Vente,215000.0,2721.518987341772,83000,TOULON,83,83137,Appartement,79,3,
2024-05-27,Vente,135000.0,3214.285714285714,83000,TOULON,83,83137,Appartement,42,2,
2024-05-27,Vente,82800.0,1314.2857142857142,83200,TOULON,83,83137,Appartement,63,3,
2024-05-27,Vente,159500.0,1772.2222222222222,83000,TOULON,83,83137,Appartement,90,4,
2024-05-27,Vente,60000.0,2400.0,83100,TOULON,83,83137,Appartement,25,2,
2024-05-27,Vente,710000.0,18684.21052631579,83000,TOULON,83,83137,Appartement,38,2,194.0
2024-05-27,Vente,95000.0,1826.923076923077,83200,TOULON,83,83137,Appartement,52,2,
2024-05-27,Vente,75000.0,1666.6666666666667,83200,TOULON,83,83137,Appartement,45,3,
2024-05-27,Vente,80000.0,1568.6274509803923,83200,TOULON,83,83137,Appartement,51,2,
2024-05-27,Vente,140000.0,2456.1403508771928,83200,TOULON,83,83137,Appartement,57,3,
2024-05-27,Vente,580000.0,7073.170731707317,83000,TOULON,83,83137,Maison,82,3,600.0
2024-05-27,Vente,170000.0,2500.0,83200,TOULON,83,83137,Appartement,68,3,
2024-05-27,Vente,490000.0,5326.086956521739,83000,TOULON,83,83137,Appartement,92,4,
2024-05-28,Vente,75000.0,1293.103448275862,83200,TOULON,83,83137,Appartement,58,3,
2024-05-28,Vente,214000.0,3014.0845070422533,83100,TOULON,83,83137,Appartement,71,4,
2024-05-28,Vente,174060.0,3053.684210526316,83000,TOULON,83,83137,Appartement,57,3,
2024-05-28,Vente,85000.0,3695.6521739130435,83000,TOULON,83,83137,Appartement,23,1,
2024-05-28,Vente,700000.0,5737.704918032787,83200,TOULON,83,83137,Maison,122,5,580.0
2024-05-28,Vente,265000.0,6022.727272727273,83000,TOULON,83,83137,Appartement,44,2,
2024-05-28,Vente,313300.0,5401.724137931034,83100,TOULON,83,83137,Maison,58,3,305.0
2024-05-28,Vente,75000.0,1666.6666666666667,83200,TOULON,83,83137,Appartement,45,2,
2024-05-29,Vente,120000.0,1666.6666666666667,83200,TOULON,83,83137,Appartement,72,3,
2024-05-29,Vente,184000.0,2520.5479452054797,83200,TOULON,83,83137,Appartement,73,3,
2024-05-29,Vente,183600.0,2295.0,83000,TOULON,83,83137,Appartement,80,3,
2024-05-29,Vente,830000.0,5971.223021582734,83200,TOULON,83,83137,Maison,139,5,893.0
2024-05-29,Vente,70000.0,3684.2105263157896,83000,TOULON,83,83137,Appartement,19,1,
2024-05-29,Vente,688400.0,4917.142857142857,83200,TOULON,83,83137,Maison,140,5,759.0
2024-05-29,Vente,142000.0,1651.1627906976744,83000,TOULON,83,83137,Appartement,86,4,
2024-05-29,Vente,125000.0,2777.777777777778,83200,TOULON,83,83137,Appartement,45,3,
2024-05-29,Vente,354000.0,3540.0,83100,TOULON,83,83137,Maison,100,4,294.0
2024-05-30,Vente,198520.0,2255.909090909091,83000,TOULON,83,83137,Appartement,88,5,
2024-05-30,Vente,455000.0,4212.962962962963,83100,TOULON,83,83137,Appartement,108,4,
2024-05-30,Vente,375300.0,5957.142857142857,83200,TOULON,83,83137,Maison,63,4,455.0
2024-05-30,Vente,95900.0,2131.1111111111113,83200,TOULON,83,83137,Appartement,45,2,
2024-05-30,Vente,113000.0,5136.363636363636,83000,TOULON,83,83137,Appartement,22,1,
2024-05-30,Vente,173000.0,2582.089552238806,83100,TOULON,83,83137,Appartement,67,2,
2024-05-30,Vente,248000.0,3757.5757575757575,83100,TOULON,83,83137,Appartement,66,3,
2024-05-30,Vente,307000.0,3886.0759493670885,83000,TOULON,83,83137,Appartement,79,4,
2024-05-30,Vente,90000.0,1200.0,83000,TOULON,83,83137,Appartement,75,4,
2024-05-30,Vente,335550.0,4863.04347826087,83100,TOULON,83,83137,Maison,69,4,282.0
2024-05-30,Vente,138150.0,2158.59375,83100,TOULON,83,83137,Appartement,64,3,
2024-05-30,Vente,225000.0,3082.1917808219177,83000,TOULON,83,83137,Appartement,73,4,
2024-05-30,Vente,183500.0,2038.888888888889,83000,TOULON,83,83137,Appartement,90,4,
2024-05-31,Vente,570000.0,6333.333333333333,83200,TOULON,83,83137,Maison,90,4,855.0
2024-05-31,Vente,195000.0,3046.875,83200,TOULON,83,83137,Appartement,64,3,
2024-05-31,Vente,510000.0,5100.0,83000,TOULON,83,83137,Maison,100,4,
2024-05-31,Vente,214610.0,2617.1951219512193,83200,TOULON,83,83137,Appartement,82,4,
2024-05-31,Vente,140000.0,2545.4545454545455,83000,TOULON,83,83137,Appartement,55,3,
2024-05-31,Vente,275000.0,3481.012658227848,83000,TOULON,83,83137,Appartement,79,4,
2024-05-31,Vente,242000.0,5761.9047619047615,83000,TOULON,83,83137,Appartement,42,2,
2024-05-31,Vente,105000.0,1779.6610169491526,83200,TOULON,83,83137,Appartement,59,3,
2024-05-31,Vente,220000.0,7333.333333333333,83200,TOULON,83,83137,Appartement,30,1,500.0
2024-05-31,Vente,117000.0,2600.0,83000,TOULON,83,83137,Appartement,45,2,
2024-05-31,Vente,120000.0,1967.2131147540983,83100,TOULON,83,83137,Appartement,61,3,
2024-05-31,Vente,86315.0,4542.894736842105,83000,TOULON,83,83137,Appartement,19,1,
2024-05-31,Vente,115000.0,2053.5714285714284,83100,TOULON,83,83137,Appartement,56,3,
2024-05-31,Vente,325000.0,2462.121212121212,83000,TOULON,83,83137,Appartement,132,6,
2024-05-31,Vente,95820.0,1624.0677966101696,83000,TOULON,83,83137,Appartement,59,2,
2024-05-31,Vente,238000.0,3173.3333333333335,83100,TOULON,83,83137,Appartement,75,4,
2024-05-31,Vente,220000.0,2471.9101123595506,83200,TOULON,83,83137,Appartement,89,1,500.0
2024-05-31,Vente,275000.0,5978.260869565217,83100,TOULON,83,83137,Appartement,46,3,204.0
2024-05-31,Vente,275000.0,12500.0,83100,TOULON,83,83137,Appartement,22,1,204.0
2024-05-31,Vente,220000.0,3098.5915492957747,83000,TOULON,83,83137,Appartement,71,3,
2024-05-31,Vente,867200.0,9128.421052631578,83000,TOULON,83,83137,Maison,95,4,930.0
2024-05-31,Vente,170000.0,2833.3333333333335,83100,TOULON,83,83137,Appartement,60,3,
2024-05-31,Vente,165000.0,1964.2857142857142,83200,TOULON,83,83137,Appartement,84,5,
2024-05-31,Vente,180900.0,4522.5,83000,TOULON,83,83137,Appartement,40,2,
2024-05-31,Vente,275000.0,8088.235294117647,83100,TOULON,83,83137,Appartement,34,2,204.0
2024-05-31,Vente,115000.0,2211.5384615384614,83200,TOULON,83,83137,Appartement,52,3,
2024-05-31,Vente,220000.0,4489.7959183673465,83200,TOULON,83,83137,Appartement,49,3,500.0
2024-05-31,Vente,791700.0,8605.434782608696,83000,TOULON,83,83137,Appartement,92,4,
2024-06-03,Vente,341250.0,5250.0,83200,TOULON,83,83137,Maison,65,4,270.0
2024-06-03,Vente,80000.0,1860.4651162790697,83200,TOULON,83,83137,Appartement,43,2,
2024-06-03,Vente,223300.0,2508.9887640449438,83000,TOULON,83,83137,Appartement,89,3,
2024-06-03,Vente,133000.0,4156.25,83200,TOULON,83,83137,Appartement,32,1,
2024-06-03,Vente,84000.0,1866.6666666666667,83000,TOULON,83,83137,Appartement,45,2,
2024-06-03,Vente,140630.0,2870.0,83000,TOULON,83,83137,Appartement,49,2,
2024-06-03,Vente,179000.0,1721.1538461538462,83000,TOULON,83,83137,Appartement,104,5,
2024-06-03,Vente,80000.0,2105.2631578947367,83200,TOULON,83,83137,Appartement,38,2,
2024-06-03,Vente,590500.0,4920.833333333333,83200,TOULON,83,83137,Maison,120,4,660.0
2024-06-03,Vente,70000.0,1627.906976744186,83200,TOULON,83,83137,Appartement,43,2,
2024-06-03,Vente,290000.0,4603.174603174603,83100,TOULON,83,83137,Maison,63,3,378.0
2024-06-03,Vente,107000.0,2815.7894736842104,83000,TOULON,83,83137,Appartement,38,2,
2024-06-04,Vente,175000.0,1881.720430107527,83200,TOULON,83,83137,Appartement,93,5,
2024-06-04,Vente,100000.0,833.3333333333334,83200,TOULON,83,83137,Maison,120,5,
2024-06-04,Vente,100000.0,909.0909090909091,83200,TOULON,83,83137,Maison,110,5,
2024-06-04,Vente,157000.0,2661.0169491525426,83000,TOULON,83,83137,Appartement,59,3,
2024-06-04,Vente,181150.0,2156.5476190476193,83100,TOULON,83,83137,Appartement,84,4,
2024-06-04,Vente,80000.0,4210.526315789473,83000,TOULON,83,83137,Appartement,19,1,
2024-06-04,Vente,285000.0,4523.809523809524,83000,TOULON,83,83137,Appartement,63,4,
2024-06-04,Vente,110670.0,1129.2857142857142,83000,TOULON,83,83137,Appartement,98,4,
2024-06-04,Vente,187180.0,2971.1111111111113,83200,TOULON,83,83137,Appartement,63,3,
2024-06-04,Vente,390000.0,3545.4545454545455,83000,TOULON,83,83137,Appartement,110,5,
2024-06-04,Vente,72000.0,1384.6153846153845,83200,TOULON,83,83137,Appartement,52,3,
2024-06-04,Vente,110000.0,2200.0,83000,TOULON,83,83137,Appartement,50,2,
2024-06-04,Vente,145000.0,2265.625,83200,TOULON,83,83137,Appartement,64,3,
2024-06-04,Vente,146000.0,1921.0526315789473,83200,TOULON,83,83137,Appartement,76,4,
2024-06-04,Vente,150000.0,15000.0,83000,TOULON,83,83137,Appartement,10,1,
2024-06-04,Vente,137067.45,3607.038157894737,83000,TOULON,83,83137,Appartement,38,1,
2024-06-05,Vente,125650.0,2326.8518518518517,83100,TOULON,83,83137,Appartement,54,3,
2024-06-05,Vente,52070.0,4005.3846153846152,83000,TOULON,83,83137,Appartement,13,1,
2024-06-05,Vente,253000.0,2875.0,83000,TOULON,83,83137,Appartement,88,4,
2024-06-05,Vente,120000.0,1791.044776119403,83100,TOULON,83,83137,Appartement,67,2,
2024-06-05,Vente,63000.0,2250.0,83000,TOULON,83,83137,Appartement,28,2,
2024-06-05,Vente,57000.0,2035.7142857142858,83100,TOULON,83,83137,Appartement,28,1,
2024-06-05,Vente,142002.0,1775.025,83200,TOULON,83,83137,Maison,80,4,594.0
2024-06-05,Vente,76800.0,2844.4444444444443,83000,TOULON,83,83137,Appartement,27,1,
2024-06-05,Vente,56000.0,2947.3684210526317,83000,TOULON,83,83137,Appartement,19,1,
2024-06-05,Vente,164000.0,2102.5641025641025,83000,TOULON,83,83137,Appartement,78,4,
2024-06-05,Vente,130000.0,4814.814814814815,83000,TOULON,83,83137,Appartement,27,1,
2024-06-05,Vente,110000.0,2894.7368421052633,83200,TOULON,83,83137,Appartement,38,1,
2024-06-05,Vente,85000.0,1847.8260869565217,83100,TOULON,83,83137,Appartement,46,3,
2024-06-06,Vente,90000.0,2571.4285714285716,83000,TOULON,83,83137,Appartement,35,1,
2024-06-06,Vente,125000.0,2551.0204081632655,83000,TOULON,83,83137,Appartement,49,2,
2024-06-06,Vente,275500.0,4516.393442622951,83000,TOULON,83,83137,Appartement,61,3,
2024-06-06,Vente,62000.0,2480.0,83000,TOULON,83,83137,Appartement,25,2,
2024-06-06,Vente,91000.0,1444.4444444444443,83200,TOULON,83,83137,Appartement,63,3,
2024-06-06,Vente,91000.0,1181.8181818181818,83200,TOULON,83,83137,Appartement,77,4,
2024-06-06,Vente,230000.0,3484.848484848485,83000,TOULON,83,83137,Appartement,66,4,
2024-06-06,Vente,398500.0,3622.7272727272725,83100,TOULON,83,83137,Maison,110,4,305.0
2024-06-06,Vente,212000.0,2617.283950617284,83000,TOULON,83,83137,Appartement,81,4,
2024-06-06,Vente,300000.0,3947.3684210526317,83000,TOULON,83,83137,Appartement,76,3,
2024-06-07,Vente,1050000.0,7777.777777777777,83200,TOULON,83,83137,Maison,135,5,640.0
2024-06-07,Vente,800000.0,13559.322033898305,83200,TOULON,83,83137,Appartement,59,2,339.0
2024-06-07,Vente,95000.0,2261.904761904762,83000,TOULON,83,83137,Appartement,42,2,
2024-06-07,Vente,800000.0,12307.692307692309,83200,TOULON,83,83137,Appartement,65,3,339.0
2024-06-07,Vente,264830.0,3531.0666666666666,83100,TOULON,83,83137,Appartement,75,4,
2024-06-07,Vente,461000.0,3974.137931034483,83200,TOULON,83,83137,Appartement,116,5,
2024-06-07,Vente,56380.0,2255.2,83200,TOULON,83,83137,Appartement,25,2,
2024-06-07,Vente,341350.0,3103.181818181818,83100,TOULON,83,83137,Maison,110,4,337.0
2024-06-07,Vente,257000.0,4589.285714285715,83200,TOULON,83,83137,Appartement,56,3,
2024-06-07,Vente,1450000.0,9062.5,83200,TOULON,83,83137,Appartement,160,6,12093.0
2024-06-07,Vente,232250.0,2552.197802197802,83000,TOULON,83,83137,Appartement,91,5,
2024-06-07,Vente,800000.0,11594.202898550724,83200,TOULON,83,83137,Appartement,69,3,339.0
2024-06-07,Vente,120000.0,2553.191489361702,83000,TOULON,83,83137,Appartement,47,2,
2024-06-07,Vente,135000.0,2142.8571428571427,83100,TOULON,83,83137,Appartement,63,4,
2024-06-07,Vente,60800.0,1520.0,83000,TOULON,83,83137,Appartement,40,2,
2024-06-08,Vente,384000.0,5333.333333333333,83100,TOULON,83,83137,Maison,72,4,378.0
2024-06-10,Vente,293500.0,4658.730158730159,83000,TOULON,83,83137,Appartement,63,2,
2024-06-10,Vente,76000.0,1900.0,83200,TOULON,83,83137,Appartement,40,2,
2024-06-10,Vente,116300.0,3751.6129032258063,83000,TOULON,83,83137,Appartement,31,2,
2024-06-10,Vente,42000.0,1500.0,83200,TOULON,83,83137,Appartement,28,1,
